chave_nfce;data_emissao;vendedor_razao_social;consumidor_cpf;valor_total_tributos;descricao_produto;categoria_ods;quantidade;valor_unitario;valor_total_item;data_emissao_dt
43260509185272000188650030007643901140259103;10/05/2026;IRMAOS WERLANG C. G. A. LTDA;Não informado;0,00;HALLS SABOR MENTA 28G;Nao_Classificado;1,0;2,49;2,49;2026-05-10
43260509185272000188650030007643901140259103;10/05/2026;IRMAOS WERLANG C. G. A. LTDA;Não informado;0,00;BOMBOM SONHO DE VALSA 20G;Nao_Classificado;1,0;1,99;1,99;2026-05-10
43260509185272000188650030007643901140259103;10/05/2026;IRMAOS WERLANG C. G. A. LTDA;Não informado;0,00;CHIC TRIDENT DE MELANCIA 8G;Hortifruti_Baixo_Carbono;1,0;3,29;3,29;2026-05-10
43260509185272000188650030007643901140259103;10/05/2026;IRMAOS WERLANG C. G. A. LTDA;Não informado;0,00;REFRI COCACOLA ORIG 25L;Nao_Classificado;1,0;14,09;14,09;2026-05-10
43260587101119000139650210000057791461087152;07/05/2026;SUPERMERCADO JEPSEN LTDA - MATRIZ;Não informado;0,00;SUCO BIRI FRUTAS CIT;Nao_Classificado;1,0;3,19;3,19;2026-05-07
43260587101119000139650210000057791461087152;07/05/2026;SUPERMERCADO JEPSEN LTDA - MATRIZ;Não informado;0,00;AGUA MINERAL DA PEDR;Nao_Classificado;2,0;1,89;3,78;2026-05-07
43260587101119000139650210000057791461087152;07/05/2026;SUPERMERCADO JEPSEN LTDA - MATRIZ;Não informado;0,00;SOBREMESA SANTA CLAR;Nao_Classificado;1,0;5,99;5,99;2026-05-07
43260587101119000139650210000057791461087152;07/05/2026;SUPERMERCADO JEPSEN LTDA - MATRIZ;Não informado;0,00;AMENDOIM DA COLONIA;Nao_Classificado;1,0;7,49;7,49;2026-05-07
43260587101119000139650210000057791461087152;07/05/2026;SUPERMERCADO JEPSEN LTDA - MATRIZ;Não informado;0,00;PASTEL FABCARNE;Proteina_Alta_Carbono;1,0;11,0;11,0;2026-05-07
43260587101119000139650210000057791461087152;07/05/2026;SUPERMERCADO JEPSEN LTDA - MATRIZ;Não informado;0,00;JORNAL O LOURENCIANO;Nao_Classificado;1,0;2,5;2,5;2026-05-07
43260587101119000210650250003335071556704140;05/05/2026;SUPERMERCADO JEPSEN LTDA - FILIAL;Não informado;0,00;LARANJA SUCO KG;Hortifruti_Baixo_Carbono;0,64;3,79;2,43;2026-05-05
43260587101119000210650250003335071556704140;05/05/2026;SUPERMERCADO JEPSEN LTDA - FILIAL;Não informado;0,00;BISCOITO NESTLE BONO;Carboidratos_Processados;1,0;2,59;2,59;2026-05-05
43260587101119000210650250003335071556704140;05/05/2026;SUPERMERCADO JEPSEN LTDA - FILIAL;Não informado;0,00;SUCO CBS MISTO MORAN;Nao_Classificado;1,0;9,39;9,39;2026-05-05
43260587101119000210650250003335071556704140;05/05/2026;SUPERMERCADO JEPSEN LTDA - FILIAL;Não informado;0,00;IOGURTE BATAVO NATUR;Laticinios_Derivados;1,0;4,49;4,49;2026-05-05
43260590102385000433654010001016901311601761;04/05/2026;Comercio de Alimentos Saalfeld e Cia Ltda;Não informado;0,00;ESPONJA ESFREBOM DURA MAIS;Higiene_Limpeza_Seca;1,0;1,99;1,99;2026-05-04
43260590102385000433654010001016901311601761;04/05/2026;Comercio de Alimentos Saalfeld e Cia Ltda;Não informado;0,00;ERVA MATE MADRUG. MOIDA GROSSA 500G;Proteina_Alta_Carbono;1,0;8,25;8,25;2026-05-04
43260590102385000433654010001016901311601761;04/05/2026;Comercio de Alimentos Saalfeld e Cia Ltda;Não informado;0,00;PASTEL FRITO CARNE CRISTAL KG;Proteina_Alta_Carbono;0,18;36,99;6,66;2026-05-04
43260590102385000433654010001016901311601761;04/05/2026;Comercio de Alimentos Saalfeld e Cia Ltda;Não informado;0,00;ENERG. MONSTER ULTRA STRWBRY DREAM 473ML;Nao_Classificado;1,0;9,99;9,99;2026-05-04
43260590102385000433654010001016901311601761;04/05/2026;Comercio de Alimentos Saalfeld e Cia Ltda;Não informado;0,00;SALADA DE FRUTAS CRISTAL KG;Nao_Classificado;0,252;22,99;5,79;2026-05-04
43260590102385000433654010001016901311601761;04/05/2026;Comercio de Alimentos Saalfeld e Cia Ltda;Não informado;0,00;AGUA MIN. DA PEDRA S GAS 1.5L;Nao_Classificado;1,0;3,59;3,59;2026-05-04
43260593015006004968651110009310581209761800;08/05/2026;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;Não informado;18,35;PASSATA MERCATTO 680G;Nao_Classificado;1,0;16,49;16,49;2026-05-08
43260593015006004968651110009310581209761800;08/05/2026;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;Não informado;18,35;MASSA PAPPARD MOLISANA GRAN 500G;Nao_Classificado;1,0;11,9;11,9;2026-05-08
43260593015006004968651110009310581209761800;08/05/2026;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;Não informado;18,35;SUCO NATURALE BERGAMOTA INT 1L;Hortifruti_Baixo_Carbono;2,0;14,9;29,8;2026-05-08
43260593489243000620650020019278561350840493;04/05/2026;COML BUFFON COMB E TRANSP LTDA - POSTO 06;Não informado;89,54;OLEO DIESEL B S10 Bc-11;Combustiveis_Fosseis;39,022;6,69;261,05;2026-05-04
43260593866739004400651040000007281000007297;03/05/2026;VISSOMZ ABASTE ESPECIAL DE ESSENCIAS ROGE COMERCIO LTDA;Não informado;0,00;Accordes Des Bdy Spr V7 100ml;Nao_Classificado;1,0;49,9;49,9;2026-05-03
43260593866739004400651040000007281000007297;03/05/2026;VISSOMZ ABASTE ESPECIAL DE ESSENCIAS ROGE COMERCIO LTDA;Não informado;0,00;Cbem Sab Barra Sortido V2 4x80g;Nao_Classificado;1,0;36,9;36,9;2026-05-03
43260593866739004400651040000007281000007297;03/05/2026;VISSOMZ ABASTE ESPECIAL DE ESSENCIAS ROGE COMERCIO LTDA;Não informado;0,00;Sacola M Maes/26 Boti Unit;Nao_Classificado;1,0;2,35;2,35;2026-05-03
43260594846755002956651080003115351838856841;06/05/2026;SUPERMERCADO GUANABARA S.A;Não informado;0,00;BEB PET FRUKI 2L SABOR GUARANA;Nao_Classificado;1,0;6,99;6,99;2026-05-06
43260594846755002956651080003115351838856841;06/05/2026;SUPERMERCADO GUANABARA S.A;Não informado;0,00;AGUA MINERAL CRYSTAL S/G 500ML;Nao_Classificado;1,0;1,95;1,95;2026-05-06
43260594846755002956651080003115351838856841;06/05/2026;SUPERMERCADO GUANABARA S.A;Não informado;0,00;MIST CAPPUCCINO 3 CORACOES 20G CHOCOLATE;Laticinios_Derivados;1,0;2,49;2,49;2026-05-06
43260594846755002956651080003115351838856841;06/05/2026;SUPERMERCADO GUANABARA S.A;Não informado;0,00;CHOC SNICKERS 42G DARK;Nao_Classificado;1,0;4,98;4,98;2026-05-06
43260594846755002956651080003115351838856841;06/05/2026;SUPERMERCADO GUANABARA S.A;Não informado;0,00;GOMA MASCAR TOPLINE UN 7BELO FRAMBOESA;Nao_Classificado;1,0;1,49;1,49;2026-05-06
